colClues,difficulty,number,rowClues,sizeCol,sizeRow,solution,title
"0 ,0 ,1,0 ,0 ,5,2,5,3,3,7,2,2,6,1,2,5,1,2,7,1,2,7,2,2,7,2,0 ,0 ,12,0 ,0 ,10,0 ,0 ,10,0 ,0 ,9,0 ,0 ,9,0 ,0 ,9",10-Mar,143,"0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2,1,1,2,0 ,2,9,9,6,9,14,14,15,14,14,9,4,2,2,5",15,15,http://static.nonograms.org/files/nonograms/large/chaynik2_12_1_1p.png,Teapot
"0 ,0 ,2,0 ,0 ,4,0 ,0 ,4,0 ,0 ,3,0 ,0 ,3,0 ,0 ,4,0 ,0 ,5,0 ,0 ,6,0 ,3,1,2,2,1,4,3,1,0 ,9,1,0 ,10,2,2,6,1,0 ,2,4",10-Mar,37,"0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,2,4,0 ,0 ,0 ,0 ,1,3,3,3,4,5,5,4,5,9,9,9,7,9,2",15,15,http://static.nonograms.org/files/nonograms/large/girl_12_1_1p.png,Girl
"0 ,0 ,0 ,3,0 ,0 ,0 ,5,0 ,0 ,0 ,8,0 ,0 ,0 ,8,1,1,4,2,0 ,0 ,4,5,0 ,2,2,5,0 ,0 ,6,5,0 ,0 ,5,5,0 ,0 ,8,4,0 ,0 ,7,3,0 ,0 ,0 ,10,0 ,0 ,0 ,8,0 ,0 ,0 ,7,0 ,0 ,0 ,6",10-Apr,6907,"0 ,0 ,2,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2,3,4,7,0 ,0 ,5,6,8,10,4,4,4,0 ,1,1,1,1,11,8,7,6,4,3,9,6,4,3",15,14,http://static.nonograms.org/files/nonograms/large/belochka6_12_1_1p.png,Squirrel
"0 ,0 ,4,0 ,0 ,8,0 ,0 ,9,0 ,0 ,10,0 ,4,4,3,1,2,6,1,2,0 ,6,1,0 ,4,2,0 ,1,3,0 ,5,2,0 ,6,1,0 ,6,2,0 ,6,2,0 ,0 ,8",10-Mar,9986,"0 ,0 ,0 ,5,4,4,0 ,0 ,4,0 ,0 ,0 ,0 ,0 ,6,8,8,3,3,3,4,4,1,2,2,1,1,0 ,6,5,5,5,5,4,1,2,2,3,2,1,2,3",15,14,http://static.nonograms.org/files/nonograms/large/baran7_12_1_1p.png,Ram
"0 ,0 ,0 ,5,0 ,0 ,0 ,7,0 ,0 ,0 ,7,0 ,0 ,2,2,2,1,1,2,0 ,1,1,1,0 ,2,1,2,0 ,0 ,1,1,0 ,1,3,1,0 ,0 ,3,2,0 ,0 ,5,4,0 ,0 ,7,6,3,3,3,3,3,3,3,3,0 ,0 ,0 ,15",10-Mar,1757,"0 ,0 ,0 ,0 ,0 ,0 ,3,3,3,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3,0 ,0 ,1,2,1,0 ,0 ,3,0 ,0 ,0 ,0 ,0 ,0 ,3,4,4,1,1,1,4,4,3,0 ,0 ,0 ,4,5,6,1,9,5,4,1,4,5,9,1,5,4,3",15,15,http://static.nonograms.org/files/nonograms/large/muzhchina2_12_1_1p.png,Man
"0 ,0 ,0 ,2,5,0 ,0 ,0 ,2,7,0 ,0 ,0 ,2,7,0 ,0 ,0 ,0 ,10,0 ,0 ,0 ,0 ,14,0 ,0 ,0 ,2,1,0 ,0 ,2,2,3,0 ,1,1,1,1,0 ,0 ,0 ,1,1,0 ,0 ,1,2,1,0 ,0 ,1,2,1,0 ,0 ,1,1,3,2,1,1,1,1,0 ,4,3,1,1,0 ,0 ,6,2,1",10-Apr,1268,"0 ,0 ,0 ,0 ,1,4,0 ,0 ,0 ,5,5,0 ,0 ,0 ,0 ,0 ,0 ,0 ,7,2,1,5,5,5,2,1,0 ,0 ,0 ,0 ,1,1,8,2,1,1,2,2,2,1,1,0 ,1,1,0 ,1,2,3,3,2,1,1,1,1,1,2,9,4,2,2",15,15,http://static.nonograms.org/files/nonograms/large/charli_chaplin_12_1_1p.png,Charlie Chaplin
"3,2,3,3,0 ,5,0 ,2,0 ,11,0 ,13,12,2,11,1,11,1,12,2,0 ,15,0 ,15,0 ,13,0 ,11,4,4",10-Mar,1153,"0 ,0 ,0 ,1,2,3,2,0 ,0 ,3,2,3,2,2,0 ,6,8,10,11,11,11,11,12,14,11,11,6,4,4,6",15,15,http://static.nonograms.org/files/nonograms/large/yabloko_12_1_1p.png,Apple
"0 ,0 ,0 ,4,0 ,2,2,4,2,2,1,1,2,2,1,1,0 ,0 ,4,4,0 ,0 ,2,2,0 ,0 ,1,10,0 ,2,1,6,0 ,0 ,0 ,15,0 ,0 ,11,2,0 ,0 ,6,8,0 ,0 ,2,10,0 ,0 ,1,10,0 ,0 ,0 ,4,0 ,0 ,0 ,10",10-Mar,2898,"0 ,0 ,0 ,0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,3,0 ,0 ,0 ,0 ,1,1,0 ,0 ,0 ,0 ,0 ,0 ,5,3,2,5,0 ,0 ,0 ,5,5,4,0 ,0 ,0 ,0 ,3,7,5,2,1,3,0 ,4,3,3,7,0 ,7,5,3,3,1,1,1,7,9,9,9,1,1,1,3",15,15,http://static.nonograms.org/files/nonograms/large/kinokamera_12_1_1p.png,Camera
"0 ,4,3,2,1,2,1,1,1,0 ,1,11,1,1,1,0 ,2,9,0 ,0 ,10,0 ,0 ,5,0 ,0 ,3,0 ,0 ,1,0 ,0 ,1,0 ,0 ,1,0 ,0 ,1,0 ,0 ,1,0 ,0 ,7",10-Apr,2887,"0 ,0 ,1,1,4,1,1,0 ,1,1,1,0 ,0 ,0 ,0 ,0 ,2,2,1,2,3,4,1,4,3,2,3,2,0 ,0 ,5,2,1,2,1,1,1,10,1,1,1,1,2,1,1",15,15,http://static.nonograms.org/files/nonograms/large/kokteyl6_12_1_1p.png,Cocktail
"0 ,0 ,3,0 ,2,2,0 ,3,1,0 ,5,7,1,4,1,0 ,1,1,0 ,3,1,5,1,3,1,3,3,0 ,0 ,11,0 ,0 ,11,0 ,3,3,1,11,1,0 ,1,1,0 ,0 ,15",10-Mar,2881,"0 ,0 ,0 ,1,1,0 ,3,1,2,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2,1,4,1,3,2,3,1,1,0 ,0 ,0 ,0 ,5,1,2,2,4,3,4,2,2,3,4,1,5,0 ,0 ,1,7,1,1,1,1,1,1,1,1,1,6,1,0 ,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4",15,15,http://static.nonograms.org/files/nonograms/large/pirozhenoe_12_1_1p.png,Cake
"0 ,0 ,0 ,0 ,9,0 ,0 ,0 ,3,4,0 ,0 ,0 ,2,5,0 ,0 ,0 ,1,5,1,1,1,1,3,0 ,0 ,1,1,5,0 ,0 ,4,3,3,0 ,0 ,1,3,2,0 ,0 ,1,1,2,0 ,0 ,0 ,0 ,12,0 ,0 ,2,4,4,0 ,1,1,3,2,1,2,1,1,1,0 ,0 ,4,5,1,0 ,0 ,0 ,4,4",10-Apr,2896,"0 ,2,0 ,2,0 ,0 ,1,1,1,1,0 ,4,0 ,0 ,0 ,0 ,1,1,3,1,1,1,2,4,2,6,1,6,0 ,0 ,5,2,4,1,2,2,2,3,1,3,2,2,4,8,0 ,4,1,3,3,1,1,3,1,1,1,3,1,1,4,6",15,15,http://static.nonograms.org/files/nonograms/large/shenok5_12_1_1p.png,Puppy
"0 ,0 ,0 ,6,0 ,0 ,0 ,8,0 ,0 ,0 ,10,0 ,0 ,0 ,12,0 ,0 ,5,5,0 ,0 ,4,4,0 ,0 ,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0 ,4,1,4,0 ,0 ,1,7,0 ,0 ,7,1,0 ,0 ,0 ,1",10-Mar,2876,"0 ,0 ,0 ,5,6,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,9,1,1,12,5,0 ,4,5,0 ,6,5,0 ,0 ,1,1,1,1,1,1,3,4,3,1,13,2,2,10,1",15,15,http://static.nonograms.org/files/nonograms/large/magnit_12_1_1p.png,Magnet
"0 ,0 ,0 ,4,0 ,0 ,1,3,0 ,0 ,2,3,0 ,0 ,2,3,0 ,0 ,3,3,0 ,0 ,6,2,0 ,4,3,2,0 ,0 ,5,4,0 ,0 ,1,6,0 ,3,5,4,0 ,1,5,3,1,2,6,2,0 ,1,7,1,0 ,0 ,1,7,0 ,0 ,0 ,7",10-Apr,2865,"0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,2,3,0 ,4,2,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5,3,1,3,6,1,2,3,2,2,4,5,5,5,5,3,1,3,1,3,4,5,6,7,5,4,3,2,1",15,15,http://static.nonograms.org/files/nonograms/large/zhuk5_12_1_1p.png,Beetle
"0 ,0 ,2,2,0 ,0 ,2,2,0 ,0 ,2,2,0 ,0 ,2,2,0 ,0 ,2,2,0 ,0 ,3,3,0 ,0 ,2,2,0 ,2,5,2,2,1,1,2,0 ,0 ,3,3,0 ,0 ,0 ,7,0 ,5,1,5,0 ,1,1,1,0 ,4,1,4,0 ,2,7,2",10-Mar,2856,"0 ,0 ,3,6,0 ,0 ,0 ,0 ,0 ,0 ,0 ,6,3,0 ,0 ,1,2,2,1,1,3,1,0 ,1,3,1,1,2,2,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,2,1,1,7,1,1,5,1,1,7,1,1,2,1",15,15,http://static.nonograms.org/files/nonograms/large/zhuk4_12_1_1p.png,Beetle
"0 ,0 ,3,0 ,1,1,2,1,1,0 ,2,2,0 ,0 ,3,0 ,0 ,5,0 ,0 ,14,0 ,0 ,13,0 ,0 ,13,0 ,0 ,12,0 ,3,4,1,1,1,0 ,1,1,0 ,1,1,0 ,2,2",10-Mar,65,"0 ,0 ,0 ,0 ,1,1,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,6,2,1,2,0 ,0 ,0 ,5,0 ,0 ,0 ,2,3,7,9,1,9,5,4,4,4,4,1,9,5,5",15,15,http://static.nonograms.org/files/nonograms/large/ram_12_1_1p.png,Sheep
"0 ,0 ,0 ,6,0 ,0 ,0 ,8,0 ,0 ,3,4,0 ,0 ,0 ,4,0 ,0 ,0 ,3,0 ,0 ,0 ,5,1,1,3,2,0 ,1,1,1,0 ,0 ,7,2,0 ,0 ,9,1,0 ,3,3,1,0 ,2,2,2,0 ,3,3,1,0 ,0 ,4,6,0 ,0 ,0 ,11",10-Mar,2866,"0 ,0 ,0 ,2,3,3,2,2,0 ,4,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5,2,2,2,5,3,2,6,5,3,2,0 ,3,6,7,2,1,1,1,2,7,6,3,1,3,4,3",15,15,http://static.nonograms.org/files/nonograms/large/telefon3_12_1_1p.png,Phone
"0 ,2,2,0 ,0 ,7,0 ,0 ,7,0 ,0 ,7,3,5,3,5,3,5,6,1,6,0 ,6,6,6,1,6,5,1,5,3,1,3,0 ,0 ,2,0 ,0 ,2,0 ,0 ,4,0 ,0 ,2",10-Mar,2853,"0 ,0 ,0 ,0 ,3,5,6,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2,0 ,7,7,5,3,1,6,6,5,3,0 ,0 ,0 ,2,2,7,2,2,1,2,2,4,1,3,5,7,7,7,2",15,15,http://static.nonograms.org/files/nonograms/large/klever2_12_1_1p.png,Clover
"0 ,0 ,0 ,9,0 ,0 ,1,2,4,1,3,1,0 ,5,2,3,0 ,5,3,1,0 ,2,1,1,0 ,1,3,4,0 ,0 ,2,6,0 ,0 ,0 ,7,0 ,0 ,0 ,8,0 ,0 ,0 ,8,0 ,0 ,3,7,0 ,0 ,1,11,0 ,1,1,3,0 ,0 ,4,2",10-Apr,2854,"0 ,0 ,0 ,0 ,0 ,0 ,0 ,2,0 ,0 ,1,0 ,0 ,0 ,0 ,0 ,0 ,3,5,1,1,1,1,5,0 ,1,0 ,0 ,0 ,0 ,0 ,4,1,2,6,3,1,7,7,1,7,1,1,3,1,4,2,1,3,1,1,6,1,1,13,1,6,5,3,2",15,15,http://static.nonograms.org/files/nonograms/large/popugay9_12_1_1p.png,Parrot
"0 ,0 ,4,0 ,0 ,6,4,2,1,7,1,1,0 ,9,1,4,2,2,3,1,2,0 ,3,2,0 ,4,2,0 ,5,1,0 ,5,2,0 ,5,1,0 ,0 ,4,0 ,0 ,2,0 ,0 ,1",10-Apr,2843,"0 ,0 ,0 ,4,3,2,2,2,5,2,2,2,2,2,0 ,6,8,9,3,3,3,2,2,2,2,5,4,3,2,5",15,15,http://static.nonograms.org/files/nonograms/large/serdce2_12_1_1p.png,Heart
"1,2,2,1,0 ,0 ,5,3,0 ,1,2,2,0 ,0 ,0 ,2,0 ,2,4,2,0 ,0 ,6,4,0 ,5,3,2,0 ,0 ,0 ,14,0 ,0 ,9,2,0 ,0 ,0 ,11,0 ,2,4,2,0 ,0 ,2,1,1,2,2,2,0 ,5,3,1,0 ,1,2,2",10-Apr,2816,"0 ,2,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2,1,3,1,3,0 ,1,0 ,2,3,0 ,2,0 ,0 ,1,2,2,5,5,7,3,1,2,5,5,0 ,1,0 ,3,1,3,1,3,3,1,7,5,4,2,3,13,2,3,3,1",15,15,http://static.nonograms.org/files/nonograms/large/cherepaha5_12_1_1p.png,Turtle
"0 ,0 ,0 ,5,4,0 ,2,1,1,2,0 ,2,2,1,2,1,1,3,2,1,0 ,2,4,2,2,2,1,1,1,4,0 ,0 ,0 ,3,2,0 ,3,2,2,1,0 ,1,3,3,1,1,1,1,2,1,4,1,1,1,2,0 ,4,1,2,1,0 ,0 ,3,1,5,0 ,0 ,3,2,2,0 ,0 ,0 ,2,5",10-Jul,2727,"0 ,0 ,0 ,0 ,1,2,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,1,1,3,0 ,1,1,2,0 ,0 ,2,0 ,3,2,2,2,2,2,3,2,1,1,3,1,2,2,0 ,2,4,3,1,2,1,1,2,2,3,2,2,2,1,3,5,5,5,2,2,2,1,1,1,3,3,6,1,1,3",15,15,http://static.nonograms.org/files/nonograms/large/bik4_12_1_1p.png,Bull
"0 ,0 ,0 ,0 ,5,0 ,0 ,0 ,2,2,0 ,0 ,1,1,3,0 ,0 ,0 ,3,5,0 ,1,1,2,2,0 ,0 ,4,2,2,0 ,0 ,1,3,2,0 ,0 ,2,2,2,0 ,0 ,2,2,1,0 ,0 ,2,2,1,0 ,0 ,2,3,4,4,1,1,1,2,0 ,0 ,5,3,1,0 ,0 ,0 ,6,3,0 ,0 ,0 ,0 ,6",10-Apr,2750,"0 ,2,0 ,1,1,2,0 ,0 ,2,1,0 ,0 ,0 ,0 ,0 ,0 ,1,1,1,2,1,5,2,1,2,2,0 ,2,2,0 ,5,1,3,2,1,4,1,2,1,2,2,2,2,2,5,2,2,2,2,2,1,2,4,2,2,1,7,2,2,1",15,15,http://static.nonograms.org/files/nonograms/large/popugay8_12_1_1p.png,Parrot
"0 ,0 ,0 ,0 ,1,0 ,0 ,0 ,8,1,0 ,0 ,3,5,1,0 ,0 ,3,7,1,0 ,0 ,8,1,2,0 ,7,3,1,1,5,1,1,1,1,0 ,1,4,1,1,2,2,1,1,3,2,1,2,1,1,0 ,2,5,1,1,0 ,1,2,3,4,0 ,1,2,2,3,0 ,0 ,2,4,1,0 ,3,1,1,1",10-May,2636,"0 ,0 ,0 ,0 ,0 ,1,0 ,0 ,3,0 ,0 ,0 ,1,2,0 ,0 ,0 ,0 ,2,1,3,6,4,1,5,2,0 ,1,2,1,8,5,7,5,9,1,1,4,1,2,2,1,2,2,3,1,4,3,5,1,1,2,1,3,1,2,1,5,1,6",15,15,http://static.nonograms.org/files/nonograms/large/so_svechkoy_12_1_1p.png,With a candle
"0 ,0 ,3,1,3,0 ,0 ,2,3,2,0 ,0 ,0 ,1,6,0 ,0 ,1,4,4,0 ,0 ,2,3,3,1,2,1,1,3,0 ,2,1,2,5,0 ,0 ,3,4,5,0 ,0 ,0 ,3,5,0 ,0 ,0 ,5,6,0 ,0 ,0 ,0 ,11,0 ,0 ,3,2,4,0 ,3,2,2,2,0 ,1,2,2,2,0 ,2,3,2,2",10-Apr,2712,"0 ,0 ,0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2,0 ,0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,2,1,1,1,1,2,0 ,0 ,0 ,5,0 ,1,3,0 ,2,7,1,2,5,4,2,5,1,2,6,0 ,8,4,0 ,4,1,8,2,6,1,1,2,5,10,1,14,3,1,2",15,15,http://static.nonograms.org/files/nonograms/large/verblyud3_12_1_1p.png,Camel
"0 ,0 ,0 ,3,2,2,1,2,0 ,3,3,4,0 ,0 ,7,2,0 ,0 ,8,2,0 ,0 ,0 ,13,0 ,0 ,1,11,0 ,0 ,1,11,0 ,0 ,0 ,10,0 ,0 ,4,5,0 ,0 ,3,2,0 ,0 ,2,2,0 ,0 ,2,2,0 ,0 ,2,2,0 ,0 ,3,3",10-Mar,2894,"0 ,1,0 ,9,0 ,0 ,0 ,0 ,0 ,0 ,5,0 ,1,0 ,0 ,3,6,11,1,9,8,7,9,14,13,1,9,6,3,2",15,15,http://static.nonograms.org/files/nonograms/large/verblyud4_12_1_1p.png,Camel
"0 ,2,2,2,0 ,1,1,1,0 ,0 ,1,2,0 ,5,1,3,1,2,1,1,0 ,4,3,2,0 ,1,2,1,0 ,4,1,1,3,1,2,1,1,6,1,1,0 ,0 ,1,1,0 ,0 ,2,2,0 ,0 ,4,3,0 ,2,8,1,0 ,0 ,4,4",10-May,2258,"0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,1,1,1,1,0 ,0 ,0 ,0 ,0 ,1,0 ,0 ,0 ,1,2,1,1,1,1,0 ,0 ,0 ,0 ,1,2,3,0 ,0 ,1,1,1,1,1,1,2,1,0 ,2,2,2,2,1,1,1,1,1,3,1,1,1,1,4,3,2,1,2,3,6,3,1,1,2,2,1,1,1,1,1,3,1,1,2",15,15,http://static.nonograms.org/files/nonograms/large/lebed2_12_1_1p.png,Swan
"0 ,0 ,0 ,6,3,0 ,0 ,0 ,5,4,0 ,0 ,0 ,0 ,7,0 ,0 ,0 ,4,5,1,1,3,1,1,0 ,3,3,2,1,0 ,2,2,2,3,0 ,1,2,2,1,0 ,0 ,0 ,1,4,0 ,0 ,4,4,1,0 ,4,1,4,1,0 ,4,1,4,1,0 ,3,2,3,2,0 ,0 ,0 ,6,4,0 ,0 ,0 ,0 ,4",10-Apr,2448,"0 ,0 ,0 ,1,2,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,1,2,0 ,0 ,0 ,0 ,0 ,0 ,3,2,0 ,0 ,0 ,0 ,1,1,2,4,0 ,3,0 ,0 ,5,2,2,0 ,0 ,0 ,4,2,5,1,2,3,3,4,2,4,1,1,2,0 ,4,6,6,2,3,4,2,4,8,7,1,2,4,3,1",15,15,http://static.nonograms.org/files/nonograms/large/vishenki2_12_1_1p.png,Cherries
"0 ,0 ,0 ,6,0 ,1,1,3,0 ,0 ,1,3,1,1,1,4,0 ,0 ,1,4,0 ,0 ,1,6,0 ,0 ,6,3,0 ,1,1,3,1,6,1,2,1,2,1,3,0 ,1,5,3,0 ,0 ,1,3,0 ,0 ,3,2,0 ,0 ,3,2,0 ,0 ,3,2",10-May,2190,"0 ,0 ,0 ,0 ,1,1,0 ,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3,2,1,2,1,1,2,0 ,0 ,0 ,0 ,0 ,0 ,1,1,1,1,1,1,1,1,1,0 ,0 ,0 ,0 ,0 ,0 ,1,1,2,1,1,1,1,1,1,6,0 ,0 ,0 ,0 ,2,1,2,3,2,3,1,1,1,1,1,7,10,12,6",15,15,http://static.nonograms.org/files/nonograms/large/pingvin_12_1_1p.png,Penguin
"0 ,0 ,0 ,3,3,0 ,1,1,1,1,0 ,0 ,0 ,3,3,0 ,0 ,0 ,1,1,0 ,0 ,2,1,7,0 ,0 ,1,3,2,0 ,0 ,5,3,1,1,2,2,2,1,1,1,2,1,1,0 ,1,1,2,1,0 ,1,2,2,1,0 ,0 ,1,4,1,0 ,0 ,1,1,2,0 ,0 ,2,1,3,0 ,0 ,0 ,0 ,12",10-Apr,2890,"0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,1,1,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3,1,3,0 ,2,3,1,2,1,0 ,0 ,0 ,1,3,1,1,6,6,2,1,1,2,2,3,2,8,3,3,10,2,1,1,1,5,1,1,1,2,2,3,1",15,15,http://static.nonograms.org/files/nonograms/large/ulitka10_12_1_1p.png,Snail
"0 ,0 ,0 ,5,0 ,0 ,1,1,0 ,0 ,2,2,0 ,0 ,0 ,13,0 ,0 ,1,1,1,2,2,1,2,1,1,2,0 ,0 ,5,5,0 ,2,7,2,1,2,2,1,0 ,0 ,1,1,0 ,0 ,1,1,0 ,0 ,2,2,1,1,1,1,0 ,0 ,0 ,13",10-Mar,2188,"0 ,0 ,1,2,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2,1,0 ,0 ,0 ,1,1,1,0 ,1,1,1,1,1,0 ,1,1,1,0 ,0 ,3,1,1,3,1,1,1,1,1,3,1,1,3,0 ,0 ,1,1,1,3,1,1,1,1,1,3,1,1,1,0 ,10,1,2,1,1,1,1,1,1,1,1,1,2,1,10",15,15,http://static.nonograms.org/files/nonograms/large/portfel_12_1_1p.png,Portfolio
"0 ,0 ,0 ,1,1,0 ,0 ,0 ,3,3,0 ,0 ,0 ,1,3,0 ,0 ,0 ,1,9,0 ,0 ,1,1,1,0 ,1,1,1,2,2,2,3,1,1,3,1,5,1,1,0 ,1,1,5,2,0 ,1,1,1,3,0 ,1,1,3,3,0 ,0 ,1,1,1,0 ,0 ,0 ,1,9,0 ,0 ,1,1,1,0 ,0 ,1,3,2",10-Apr,2965,"0 ,0 ,0 ,0 ,0 ,0 ,1,3,0 ,3,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,2,3,4,3,1,1,0 ,0 ,0 ,1,0 ,1,0 ,0 ,1,1,1,6,1,2,1,0 ,1,2,2,15,1,1,10,1,1,3,1,1,3,1,10,3,2",15,15,http://static.nonograms.org/files/nonograms/large/kartochniy_strazh_12_1_1p.png,Card guard
"0 ,0 ,7,0 ,0 ,11,0 ,6,4,2,2,2,2,2,2,2,2,1,0 ,0 ,6,0 ,4,4,0 ,0 ,6,1,2,2,2,2,2,2,2,2,0 ,4,6,0 ,0 ,11,0 ,0 ,7",10-Apr,2962,"0 ,0 ,2,3,3,0 ,2,0 ,2,0 ,2,2,2,0 ,0 ,5,7,2,2,2,7,3,2,3,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,7,3,3,2,7,5",15,15,http://static.nonograms.org/files/nonograms/large/ribi_znak_zodiaka_12_1_1p.png,Cancer (zodiac sign)
"0 ,0 ,0 ,0 ,1,0 ,0 ,0 ,3,3,0 ,0 ,0 ,10,1,0 ,0 ,0 ,3,3,0 ,0 ,0 ,5,2,0 ,0 ,0 ,7,2,0 ,0 ,0 ,7,2,0 ,0 ,0 ,3,3,0 ,0 ,0 ,0 ,2,0 ,0 ,0 ,0 ,2,1,1,1,1,2,0 ,0 ,0 ,0 ,2,0 ,0 ,0 ,0 ,5,0 ,0 ,1,1,8,0 ,0 ,0 ,0 ,13",10-Mar,2961,"0 ,0 ,0 ,0 ,0 ,0 ,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,7,0 ,7,1,2,0 ,0 ,0 ,0 ,0 ,1,0 ,0 ,2,0 ,1,8,1,3,1,1,1,1,1,0 ,5,3,0 ,1,3,1,2,1,2,1,2,2,3,8,14,3,3,2",15,15,http://static.nonograms.org/files/nonograms/large/lampa2_12_1_1p.png,Lamp
"0 ,0 ,0 ,0 ,4,0 ,0 ,0 ,2,4,0 ,0 ,0 ,5,2,0 ,0 ,0 ,2,5,0 ,0 ,0 ,2,2,2,1,3,1,2,0 ,0 ,2,5,2,0 ,0 ,3,7,3,0 ,0 ,0 ,0 ,13,0 ,0 ,1,9,1,0 ,0 ,0 ,0 ,13,0 ,0 ,1,9,1,0 ,0 ,0 ,0 ,13,0 ,0 ,1,7,1,0 ,0 ,0 ,1,1",10-Apr,2964,"5,0 ,2,0 ,1,0 ,0 ,0 ,0 ,0 ,1,0 ,2,0 ,4,1,7,2,0 ,1,1,0 ,0 ,0 ,1,1,0 ,2,6,1,1,1,1,3,1,1,1,0 ,1,1,1,3,1,1,1,2,1,1,5,7,8,9,9,9,8,7,5,1,1,2",15,15,http://static.nonograms.org/files/nonograms/large/krab4_12_1_1p.png,Crab
"0 ,2,1,1,2,0 ,0 ,0 ,0 ,15,2,1,3,1,2,2,1,3,1,2,0 ,0 ,2,3,2,0 ,0 ,1,1,1,0 ,0 ,0 ,0 ,7,0 ,0 ,0 ,0 ,5,0 ,0 ,0 ,0 ,3,0 ,0 ,0 ,0 ,3,0 ,0 ,0 ,0 ,5,0 ,0 ,0 ,1,1,0 ,0 ,0 ,2,2,0 ,0 ,0 ,2,2,0 ,0 ,0 ,4,4",10-Mar,2953,"0 ,0 ,0 ,0 ,1,1,0 ,0 ,0 ,1,1,0 ,0 ,0 ,0 ,0 ,0 ,1,5,3,2,4,0 ,4,2,3,5,1,0 ,0 ,4,4,1,1,3,5,5,10,5,5,3,1,1,4,4",15,15,http://static.nonograms.org/files/nonograms/large/sportsmen_12_1_1p.png,Athlete
"0 ,0 ,3,0 ,3,2,1,2,3,0 ,0 ,8,0 ,0 ,3,0 ,5,2,0 ,2,3,0 ,0 ,8,2,2,2,0 ,3,1,0 ,3,4,2,1,3,0 ,1,2,0 ,2,3,0 ,0 ,6",10-Apr,2957,"0 ,0 ,0 ,0 ,0 ,0 ,1,0 ,3,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,0 ,1,1,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,1,1,2,1,3,5,0 ,0 ,0 ,0 ,0 ,0 ,1,0 ,2,1,2,5,2,1,2,0 ,2,1,1,1,1,1,3,2,1,1,1,2,6,4,10,2,4,2",15,15,http://static.nonograms.org/files/nonograms/large/morskoy_konek_12_1_1p.png,Seahorse
